Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Food and drink,satisfaction
disloyal Customer,22,Business travel,Eco,888,4,3,2,satisfied
Loyal Customer,51,Business travel,Eco,101,4,4,2,satisfied
Loyal Customer,47,Business travel,Business,842,5,5,5,satisfied
Loyal Customer,25,Business travel,Business,2446,4,4,4,satisfied
Loyal Customer,12,Personal Travel,Eco,296,2,2,4,neutral or dissatisfied
Loyal Customer,53,Personal Travel,Eco,546,4,4,3,satisfied
Loyal Customer,52,Business travel,Business,1879,5,5,4,satisfied
Loyal Customer,67,Personal Travel,Eco Plus,106,1,1,2,neutral or dissatisfied
Loyal Customer,25,Business travel,Business,650,3,4,3,neutral or dissatisfied
Loyal Customer,49,Business travel,Business,259,5,5,5,satisfied
Loyal Customer,60,Business travel,Business,2111,2,2,5,satisfied
Loyal Customer,56,Personal Travel,Eco,544,2,2,4,neutral or dissatisfied
Loyal Customer,38,Business travel,Business,325,1,4,2,neutral or dissatisfied
Loyal Customer,50,Business travel,Business,3377,5,5,1,satisfied
Loyal Customer,33,Business travel,Eco,973,5,5,5,satisfied
Loyal Customer,36,Business travel,Business,3613,5,5,4,satisfied
disloyal Customer,27,Business travel,Eco,299,2,2,2,neutral or dissatisfied
Loyal Customer,45,Personal Travel,Eco,268,3,3,3,neutral or dissatisfied
Loyal Customer,58,Business travel,Business,2865,3,5,5,satisfied
Loyal Customer,57,Personal Travel,Eco,667,3,2,2,neutral or dissatisfied
Loyal Customer,37,Personal Travel,Business,591,2,2,4,neutral or dissatisfied
Loyal Customer,66,Business travel,Business,2518,3,2,1,neutral or dissatisfied
Loyal Customer,47,Business travel,Business,630,2,2,5,satisfied
Loyal Customer,23,Business travel,Business,1399,4,3,4,neutral or dissatisfied
Loyal Customer,23,Personal Travel,Eco,763,5,5,2,satisfied
Loyal Customer,42,Business travel,Business,846,4,4,2,satisfied
Loyal Customer,52,Personal Travel,Eco,2075,3,3,4,neutral or dissatisfied
Loyal Customer,52,Personal Travel,Eco,833,3,3,3,neutral or dissatisfied
disloyal Customer,27,Business travel,Eco,1011,1,1,5,neutral or dissatisfied
disloyal Customer,23,Business travel,Business,431,0,0,3,satisfied
disloyal Customer,18,Business travel,Eco,237,5,5,4,satisfied
Loyal Customer,48,Business travel,Business,584,2,1,4,neutral or dissatisfied
Loyal Customer,29,Business travel,Business,1171,1,3,4,satisfied
Loyal Customer,29,Business travel,Business,689,5,5,5,satisfied
Loyal Customer,39,Business travel,Business,56,2,5,5,satisfied
Loyal Customer,29,Business travel,Business,2258,5,1,4,satisfied
disloyal Customer,47,Business travel,Eco,447,1,1,2,neutral or dissatisfied
Loyal Customer,43,Personal Travel,Eco,937,5,5,2,satisfied
Loyal Customer,27,Personal Travel,Eco,277,2,2,5,neutral or dissatisfied
Loyal Customer,36,Business travel,Business,594,3,3,4,satisfied
Loyal Customer,23,Personal Travel,Eco,200,1,1,4,neutral or dissatisfied
Loyal Customer,58,Business travel,Business,1834,4,4,5,satisfied
Loyal Customer,55,Business travel,Business,3647,4,4,5,satisfied
disloyal Customer,26,Business travel,Business,356,0,0,1,satisfied
disloyal Customer,44,Business travel,Eco,424,1,1,4,neutral or dissatisfied
Loyal Customer,43,Business travel,Eco,438,4,4,4,satisfied
Loyal Customer,56,Business travel,Eco,493,5,1,3,satisfied
Loyal Customer,18,Personal Travel,Business,431,2,5,5,neutral or dissatisfied
Loyal Customer,48,Personal Travel,Eco,585,4,4,1,neutral or dissatisfied
disloyal Customer,34,Business travel,Business,735,1,1,4,neutral or dissatisfied
Loyal Customer,45,Business travel,Business,2853,4,3,4,satisfied
Loyal Customer,66,Business travel,Business,401,3,3,2,neutral or dissatisfied
Loyal Customer,43,Business travel,Eco,224,2,1,3,neutral or dissatisfied
Loyal Customer,52,Business travel,Business,3041,4,4,3,satisfied
Loyal Customer,69,Business travel,Business,3571,1,3,2,satisfied
disloyal Customer,42,Business travel,Eco,1353,3,3,3,neutral or dissatisfied
Loyal Customer,64,Personal Travel,Eco,391,5,5,2,satisfied
Loyal Customer,28,Personal Travel,Eco,102,1,1,5,neutral or dissatisfied
Loyal Customer,53,Business travel,Eco,190,1,4,2,neutral or dissatisfied
Loyal Customer,40,Personal Travel,Eco,1076,2,2,4,neutral or dissatisfied
Loyal Customer,47,Business travel,Business,153,0,0,4,satisfied
Loyal Customer,43,Business travel,Business,2640,1,1,3,satisfied
Loyal Customer,7,Personal Travel,Eco Plus,1723,5,5,4,satisfied
Loyal Customer,27,Business travel,Business,3226,1,1,2,satisfied
Loyal Customer,48,Business travel,Business,390,5,4,5,satisfied
disloyal Customer,33,Business travel,Eco,140,2,2,2,neutral or dissatisfied
disloyal Customer,30,Business travel,Eco,221,2,2,4,neutral or dissatisfied
Loyal Customer,56,Personal Travel,Eco Plus,321,4,4,5,neutral or dissatisfied
Loyal Customer,50,Business travel,Eco,192,4,1,4,satisfied
Loyal Customer,61,Personal Travel,Eco,370,3,3,3,neutral or dissatisfied
Loyal Customer,29,Personal Travel,Eco,436,3,3,5,neutral or dissatisfied
Loyal Customer,35,Business travel,Eco,200,3,1,3,satisfied
Loyal Customer,10,Personal Travel,Eco,837,4,4,3,satisfied
Loyal Customer,20,Personal Travel,Eco,853,0,0,5,satisfied
disloyal Customer,56,Business travel,Eco,102,3,3,5,neutral or dissatisfied
Loyal Customer,42,Business travel,Business,2381,1,2,2,satisfied
Loyal Customer,56,Business travel,Business,2845,2,2,5,satisfied
disloyal Customer,21,Business travel,Business,1154,5,5,3,satisfied
Loyal Customer,16,Personal Travel,Eco,802,2,3,1,neutral or dissatisfied
Loyal Customer,21,Business travel,Business,1900,4,2,4,neutral or dissatisfied
Loyal Customer,62,Personal Travel,Eco Plus,347,3,3,3,neutral or dissatisfied
Loyal Customer,35,Business travel,Eco,253,3,5,3,satisfied
Loyal Customer,12,Personal Travel,Eco,599,3,3,5,neutral or dissatisfied
Loyal Customer,69,Business travel,Business,414,2,2,2,neutral or dissatisfied
disloyal Customer,24,Business travel,Business,304,4,4,3,neutral or dissatisfied
Loyal Customer,28,Personal Travel,Eco,356,3,5,2,neutral or dissatisfied
disloyal Customer,26,Business travel,Eco,852,4,4,2,satisfied
Loyal Customer,16,Personal Travel,Eco,226,3,3,3,neutral or dissatisfied
disloyal Customer,35,Business travel,Business,1069,4,3,2,neutral or dissatisfied
disloyal Customer,43,Business travel,Eco,577,3,3,1,neutral or dissatisfied
disloyal Customer,23,Business travel,Business,1017,0,1,4,satisfied
Loyal Customer,46,Personal Travel,Eco,1242,2,3,3,neutral or dissatisfied
Loyal Customer,58,Personal Travel,Eco,936,1,1,1,neutral or dissatisfied
Loyal Customer,29,Business travel,Eco Plus,618,4,2,4,neutral or dissatisfied
Loyal Customer,35,Personal Travel,Eco,421,2,2,1,neutral or dissatisfied
Loyal Customer,18,Personal Travel,Eco,544,2,4,4,neutral or dissatisfied
Loyal Customer,18,Personal Travel,Eco,1126,1,1,5,neutral or dissatisfied
Loyal Customer,16,Personal Travel,Eco,546,3,3,4,neutral or dissatisfied
Loyal Customer,38,Business travel,Business,406,3,3,3,neutral or dissatisfied
Loyal Customer,48,Personal Travel,Eco,719,2,2,2,neutral or dissatisfied
Loyal Customer,63,Personal Travel,Eco,765,3,3,3,neutral or dissatisfied
Loyal Customer,30,Business travel,Business,1615,1,1,3,satisfied
Loyal Customer,60,Business travel,Business,3088,5,5,3,satisfied
Loyal Customer,59,Personal Travel,Eco,2176,4,4,4,neutral or dissatisfied
Loyal Customer,45,Business travel,Business,462,2,2,5,satisfied
Loyal Customer,45,Personal Travel,Eco,160,1,1,3,neutral or dissatisfied
Loyal Customer,18,Business travel,Business,2420,1,0,3,neutral or dissatisfied
Loyal Customer,28,Business travel,Business,2773,1,1,5,satisfied
Loyal Customer,12,Personal Travel,Eco,1091,1,1,1,neutral or dissatisfied
disloyal Customer,38,Business travel,Eco,447,5,5,4,satisfied
Loyal Customer,46,Personal Travel,Eco,1167,3,3,5,neutral or dissatisfied
disloyal Customer,28,Business travel,Business,571,4,4,5,satisfied
disloyal Customer,34,Business travel,Business,552,3,3,1,neutral or dissatisfied
Loyal Customer,30,Business travel,Business,3156,3,1,3,neutral or dissatisfied
Loyal Customer,24,Personal Travel,Eco,892,3,3,2,neutral or dissatisfied
Loyal Customer,26,Business travel,Business,507,1,1,4,satisfied
Loyal Customer,31,Business travel,Business,1237,5,5,2,satisfied
Loyal Customer,45,Business travel,Business,2486,5,5,4,satisfied
Loyal Customer,59,Business travel,Business,1076,1,1,5,neutral or dissatisfied
Loyal Customer,40,Personal Travel,Eco,351,4,3,5,neutral or dissatisfied
disloyal Customer,20,Business travel,Eco,328,1,1,1,neutral or dissatisfied
Loyal Customer,35,Business travel,Business,1426,5,3,5,satisfied
disloyal Customer,25,Business travel,Eco,503,2,2,3,neutral or dissatisfied
Loyal Customer,48,Personal Travel,Eco,89,3,3,3,neutral or dissatisfied
Loyal Customer,34,Business travel,Business,522,3,5,2,satisfied
Loyal Customer,45,Business travel,Business,3759,3,3,5,satisfied
disloyal Customer,25,Business travel,Business,862,2,2,3,neutral or dissatisfied
disloyal Customer,35,Business travel,Eco,1605,2,2,3,neutral or dissatisfied
Loyal Customer,36,Business travel,Business,1858,1,1,2,satisfied
Loyal Customer,55,Business travel,Business,1874,2,2,5,satisfied
Loyal Customer,42,Business travel,Business,250,2,2,5,satisfied
Loyal Customer,40,Personal Travel,Eco Plus,1448,3,3,4,neutral or dissatisfied
Loyal Customer,37,Personal Travel,Eco,174,4,4,2,neutral or dissatisfied
Loyal Customer,29,Business travel,Business,2831,2,3,2,neutral or dissatisfied
disloyal Customer,40,Business travel,Business,259,4,4,2,neutral or dissatisfied
Loyal Customer,43,Business travel,Business,1570,3,3,5,satisfied
Loyal Customer,52,Business travel,Eco,1530,4,3,3,satisfied
Loyal Customer,25,Personal Travel,Eco,277,4,4,2,neutral or dissatisfied
disloyal Customer,65,Business travel,Business,337,4,4,4,satisfied
Loyal Customer,8,Personal Travel,Eco,2174,0,0,4,satisfied
Loyal Customer,14,Business travel,Business,1201,2,2,4,satisfied
Loyal Customer,45,Personal Travel,Eco Plus,416,3,3,3,neutral or dissatisfied
Loyal Customer,72,Business travel,Eco,501,1,1,1,neutral or dissatisfied
disloyal Customer,38,Business travel,Eco Plus,116,2,2,3,neutral or dissatisfied
Loyal Customer,61,Personal Travel,Eco,1496,3,3,3,neutral or dissatisfied
Loyal Customer,45,Business travel,Business,250,1,1,2,satisfied
Loyal Customer,23,Business travel,Eco Plus,378,4,4,4,satisfied
Loyal Customer,24,Business travel,Business,592,5,5,5,satisfied
disloyal Customer,36,Business travel,Business,236,2,2,3,neutral or dissatisfied
disloyal Customer,24,Business travel,Eco,109,3,3,2,neutral or dissatisfied
disloyal Customer,32,Business travel,Eco,442,3,3,3,neutral or dissatisfied
Loyal Customer,63,Business travel,Business,1482,4,2,1,neutral or dissatisfied
Loyal Customer,33,Business travel,Business,2475,1,1,2,satisfied
Loyal Customer,65,Personal Travel,Eco,689,2,2,1,neutral or dissatisfied
Loyal Customer,72,Business travel,Business,3325,2,4,3,satisfied
Loyal Customer,23,Personal Travel,Eco,683,5,5,4,satisfied
Loyal Customer,31,Business travel,Business,569,5,5,4,satisfied
Loyal Customer,35,Business travel,Eco,578,5,4,5,satisfied
Loyal Customer,32,Business travel,Business,2613,2,2,5,satisfied
Loyal Customer,46,Business travel,Eco,453,2,1,2,neutral or dissatisfied
Loyal Customer,41,Business travel,Business,3946,4,4,4,satisfied
Loyal Customer,14,Personal Travel,Eco,2139,2,2,1,neutral or dissatisfied
Loyal Customer,26,Personal Travel,Eco,331,4,4,3,satisfied
Loyal Customer,41,Business travel,Business,798,3,4,4,neutral or dissatisfied
Loyal Customer,44,Business travel,Eco,1121,2,2,1,neutral or dissatisfied
Loyal Customer,19,Personal Travel,Eco,583,4,4,3,neutral or dissatisfied
Loyal Customer,33,Business travel,Business,1440,3,3,4,satisfied
Loyal Customer,64,Personal Travel,Eco,119,5,5,1,satisfied
disloyal Customer,21,Business travel,Eco,556,3,3,3,neutral or dissatisfied
Loyal Customer,46,Business travel,Eco Plus,489,3,3,3,neutral or dissatisfied
Loyal Customer,39,Business travel,Business,1514,2,2,5,satisfied
Loyal Customer,52,Business travel,Business,990,3,3,5,satisfied
Loyal Customer,20,Personal Travel,Eco,668,4,4,1,satisfied
Loyal Customer,43,Business travel,Eco,1035,3,2,3,neutral or dissatisfied
Loyal Customer,37,Business travel,Business,3110,4,2,2,satisfied
Loyal Customer,12,Personal Travel,Eco,151,4,4,2,neutral or dissatisfied
Loyal Customer,40,Business travel,Business,1548,2,2,5,satisfied
Loyal Customer,40,Personal Travel,Eco,1823,2,2,5,neutral or dissatisfied
disloyal Customer,36,Business travel,Eco Plus,403,2,1,1,neutral or dissatisfied
Loyal Customer,39,Business travel,Eco,130,2,1,2,neutral or dissatisfied
Loyal Customer,43,Business travel,Eco,748,4,5,3,satisfied
Loyal Customer,60,Business travel,Business,835,1,1,5,satisfied
disloyal Customer,24,Business travel,Business,299,4,4,2,satisfied
disloyal Customer,26,Business travel,Business,760,4,4,1,neutral or dissatisfied
Loyal Customer,42,Business travel,Business,1345,3,3,4,satisfied
Loyal Customer,70,Personal Travel,Eco,544,2,3,3,neutral or dissatisfied
Loyal Customer,58,Business travel,Business,2475,5,2,4,satisfied
Loyal Customer,47,Business travel,Business,3070,1,1,2,satisfied
disloyal Customer,35,Business travel,Eco,896,1,1,4,neutral or dissatisfied
disloyal Customer,25,Business travel,Eco,86,2,1,1,neutral or dissatisfied
Loyal Customer,50,Business travel,Business,271,2,2,5,satisfied
Loyal Customer,65,Business travel,Eco,581,4,1,4,neutral or dissatisfied
Loyal Customer,50,Business travel,Business,3973,1,1,3,satisfied
disloyal Customer,55,Business travel,Eco,301,4,5,5,satisfied
Loyal Customer,47,Business travel,Eco Plus,163,5,5,1,satisfied
disloyal Customer,29,Business travel,Eco Plus,1489,2,2,4,neutral or dissatisfied
Loyal Customer,29,Business travel,Business,2898,2,2,4,satisfied
Loyal Customer,31,Personal Travel,Eco,417,3,3,1,neutral or dissatisfied
Loyal Customer,44,Business travel,Eco,1774,4,5,1,satisfied
disloyal Customer,20,Business travel,Business,213,4,4,5,satisfied
disloyal Customer,16,Business travel,Eco,861,3,3,1,neutral or dissatisfied
Loyal Customer,19,Business travel,Business,1632,3,3,4,satisfied
Loyal Customer,54,Business travel,Business,3808,1,3,3,satisfied
Loyal Customer,48,Personal Travel,Eco,230,0,0,4,satisfied
Loyal Customer,8,Personal Travel,Eco Plus,268,2,2,2,neutral or dissatisfied
disloyal Customer,28,Business travel,Business,679,2,2,1,neutral or dissatisfied
Loyal Customer,11,Personal Travel,Eco,1910,4,4,2,satisfied
Loyal Customer,60,Business travel,Business,228,3,3,5,satisfied
disloyal Customer,37,Business travel,Business,937,1,1,1,neutral or dissatisfied
Loyal Customer,19,Personal Travel,Eco,356,3,3,4,neutral or dissatisfied
Loyal Customer,32,Business travel,Business,2858,2,2,2,neutral or dissatisfied
Loyal Customer,44,Business travel,Business,997,1,1,5,satisfied
Loyal Customer,53,Business travel,Eco,397,5,1,4,satisfied
Loyal Customer,56,Business travel,Business,1671,1,1,3,satisfied
Loyal Customer,51,Personal Travel,Eco,158,3,3,4,neutral or dissatisfied
Loyal Customer,9,Personal Travel,Eco,584,3,3,1,neutral or dissatisfied
Loyal Customer,33,Business travel,Business,1532,3,4,4,neutral or dissatisfied
Loyal Customer,44,Business travel,Business,1576,1,1,2,satisfied
Loyal Customer,38,Business travel,Business,1605,5,5,2,satisfied
Loyal Customer,57,Business travel,Eco,842,5,2,3,satisfied
Loyal Customer,60,Business travel,Business,3794,3,3,1,neutral or dissatisfied
Loyal Customer,30,Personal Travel,Eco,967,4,4,5,neutral or dissatisfied
Loyal Customer,47,Business travel,Business,2367,2,3,3,neutral or dissatisfied
Loyal Customer,40,Business travel,Business,1721,1,1,2,satisfied
Loyal Customer,51,Business travel,Business,954,1,1,4,satisfied
Loyal Customer,33,Business travel,Business,1820,2,4,1,neutral or dissatisfied
Loyal Customer,42,Personal Travel,Eco,1010,2,2,5,neutral or dissatisfied
Loyal Customer,44,Personal Travel,Eco,580,2,2,2,neutral or dissatisfied
Loyal Customer,46,Business travel,Business,3704,2,5,5,neutral or dissatisfied
Loyal Customer,67,Personal Travel,Eco,488,2,5,3,neutral or dissatisfied
Loyal Customer,57,Business travel,Business,2077,2,2,2,satisfied
disloyal Customer,34,Business travel,Business,861,1,0,1,neutral or dissatisfied
disloyal Customer,25,Business travel,Eco,921,5,5,5,satisfied
Loyal Customer,27,Business travel,Business,2349,1,5,4,satisfied
Loyal Customer,47,Business travel,Eco,402,2,4,2,neutral or dissatisfied
Loyal Customer,39,Personal Travel,Eco,78,3,3,4,neutral or dissatisfied
Loyal Customer,30,Business travel,Business,462,5,5,2,satisfied
Loyal Customer,39,Business travel,Eco Plus,1476,4,1,4,satisfied
disloyal Customer,29,Business travel,Eco Plus,770,1,0,3,neutral or dissatisfied
Loyal Customer,43,Business travel,Business,2254,3,3,3,satisfied
Loyal Customer,31,Personal Travel,Eco Plus,2075,2,3,3,neutral or dissatisfied
disloyal Customer,20,Business travel,Eco Plus,307,3,3,3,neutral or dissatisfied
Loyal Customer,58,Business travel,Business,235,4,4,2,satisfied
Loyal Customer,68,Business travel,Eco,695,1,3,1,neutral or dissatisfied
Loyal Customer,35,Business travel,Eco,1947,4,4,4,satisfied
disloyal Customer,21,Personal Travel,Eco,501,3,3,1,neutral or dissatisfied
disloyal Customer,25,Business travel,Business,833,0,0,3,satisfied
disloyal Customer,34,Business travel,Business,409,3,3,2,neutral or dissatisfied
Loyal Customer,19,Business travel,Business,1947,2,5,2,neutral or dissatisfied
Loyal Customer,17,Business travel,Eco Plus,1121,5,5,5,satisfied
Loyal Customer,48,Business travel,Business,3510,3,3,5,satisfied
Loyal Customer,23,Personal Travel,Eco,1053,3,3,2,neutral or dissatisfied
Loyal Customer,48,Business travel,Business,1846,3,3,3,satisfied
Loyal Customer,48,Business travel,Business,2121,3,3,4,satisfied
Loyal Customer,47,Business travel,Eco,628,2,2,3,neutral or dissatisfied
Loyal Customer,37,Business travel,Business,2004,2,1,3,neutral or dissatisfied
Loyal Customer,26,Business travel,Business,3374,3,3,5,satisfied
